resource_id	query_id	similarity_score
3	2	1
4	2	0
5	2	0
6	2	11
7	2	0
8	2	-1
9	2	-1
10	2	-1
11	2	11
12	2	9
13	2	2
14	2	0
15	2	-1
16	2	-1
17	2	2
18	2	-1
19	2	-1
20	2	-1
21	2	2
22	2	4
23	2	-1
24	2	0
25	2	0
26	2	-1
27	2	-1
28	2	23
29	2	-1
30	2	-1
31	2	-1
32	2	-1
33	2	-1
34	2	2
35	2	-1
36	2	-1
37	2	0
38	2	0
39	2	-1
40	2	0
41	2	-1
42	2	0
43	2	0
44	2	2
45	2	0
46	2	-1
47	2	-1
48	2	-1
49	2	-1
50	2	-1
51	2	0
52	2	0
53	2	-1
54	2	0
55	2	0
56	2	-1
57	2	-1
58	2	-1
59	2	2
60	2	0
61	2	0
62	2	-1
63	2	-1
64	2	-1
65	2	-1
66	2	-1
67	2	0
68	2	-1
69	2	0
70	2	-1
71	2	-1
72	2	-1
73	2	-1
74	2	-1
75	2	0
76	2	-1
77	2	0
78	2	-1
79	2	0
80	2	0
81	2	0
82	2	28
83	2	0
84	2	0
85	2	0
86	2	-1
87	2	-1
88	2	-1
89	2	-1
90	2	-1
91	2	0
92	2	0
93	2	0
94	2	-1
95	2	-1
96	2	-1
97	2	0
98	2	10
99	2	-1
100	2	0
101	2	0
102	2	-1
103	2	-1
104	2	0
105	2	-1
106	2	2
107	2	2
108	2	-1
109	2	-1
110	2	-1
111	2	-1
112	2	0
113	2	-1
114	2	0
115	2	-1
116	2	0
117	2	-1
118	2	-1
119	2	0
120	2	-1
121	2	-1
122	2	-1
0	3	-1
1	3	0
2	3	-1
3	3	-1
4	3	0
5	3	-1
6	3	-1
7	3	0
8	3	-1
9	3	-1
10	3	-1
11	3	-1
12	3	-1
13	3	0
14	3	-1
15	3	-1
16	3	-1
17	3	-1
18	3	-1
19	3	-1
20	3	-1
21	3	-1
22	3	2
23	3	-1
24	3	-1
25	3	-1
26	3	-1
27	3	-1
28	3	0
29	3	-1
30	3	0
31	3	-1
32	3	-1
33	3	-1
34	3	-1
35	3	-1
36	3	-1
37	3	0
38	3	-1
39	3	-1
40	3	-1
41	3	-1
42	3	-1
43	3	0
44	3	-1
45	3	-1
46	3	-1
47	3	-1
48	3	-1
49	3	-1
50	3	-1
51	3	-1
52	3	-1
53	3	0
54	3	0
55	3	-1
56	3	-1
57	3	0
58	3	-1
59	3	-1
60	3	-1
61	3	-1
62	3	0
63	3	-1
64	3	-1
65	3	0
66	3	-1
67	3	0
68	3	-1
69	3	0
70	3	-1
71	3	-1
72	3	-1
73	3	-1
74	3	-1
75	3	-1
76	3	-1
77	3	-1
78	3	-1
79	3	0
80	3	-1
81	3	0
82	3	43
83	3	-1
84	3	-1
85	3	-1
86	3	0
87	3	0
88	3	-1
89	3	-1
90	3	0
91	3	0
92	3	-1
93	3	0
94	3	-1
95	3	-1
96	3	-1
97	3	-1
98	3	-1
99	3	0
100	3	-1
101	3	0
102	3	-1
103	3	-1
104	3	0
105	3	-1
106	3	0
107	3	-1
108	3	-1
109	3	-1
110	3	-1
111	3	2
112	3	0
113	3	-1
114	3	-1
115	3	-1
116	3	0
117	3	-1
118	3	-1
119	3	-1
120	3	-1
121	3	-1
122	3	-1
0	4	0
1	4	0
2	4	-1
3	4	-1
4	4	-1
5	4	0
6	4	-1
7	4	0
8	4	-1
9	4	-1
10	4	-1
11	4	-1
12	4	-1
13	4	-1
14	4	0
15	4	0
16	4	-1
17	4	-1
18	4	-1
19	4	-1
20	4	-1
21	4	-1
22	4	-1
23	4	-1
24	4	0
25	4	0
26	4	2
27	4	-1
28	4	-1
29	4	-1
30	4	-1
31	4	0
32	4	-1
33	4	-1
34	4	-1
35	4	-1
36	4	-1
37	4	-1
38	4	0
39	4	-1
40	4	-1
41	4	-1
42	4	0
43	4	-1
44	4	-1
45	4	-1
46	4	-1
47	4	-1
48	4	-1
49	4	-1
50	4	-1
51	4	-1
52	4	0
53	4	-1
54	4	-1
55	4	-1
56	4	0
57	4	-1
58	4	0
59	4	-1
60	4	-1
61	4	-1
62	4	0
63	4	-1
64	4	-1
65	4	0
66	4	-1
67	4	-1
68	4	-1
69	4	-1
70	4	-1
71	4	0
72	4	0
73	4	0
74	4	-1
75	4	-1
76	4	-1
77	4	0
78	4	-1
79	4	-1
80	4	0
81	4	0
82	4	-1
83	4	-1
84	4	-1
85	4	0
86	4	-1
87	4	0
88	4	-1
89	4	0
90	4	-1
91	4	0
92	4	0
93	4	0
94	4	-1
95	4	-1
96	4	-1
97	4	-1
98	4	-1
99	4	-1
100	4	0
101	4	-1
102	4	-1
103	4	-1
104	4	0
105	4	-1
106	4	-1
107	4	1
108	4	-1
109	4	-1
110	4	0
111	4	-1
112	4	-1
113	4	0
114	4	3
115	4	4
116	4	0
117	4	-1
118	4	-1
119	4	-1
120	4	-1
121	4	-1
122	4	-1
0	5	0
1	5	0
2	5	0
3	5	0
4	5	0
5	5	-1
6	5	0
7	5	-1
8	5	0
9	5	0
10	5	-1
11	5	0
12	5	-1
13	5	0
14	5	0
15	5	0
16	5	-1
17	5	0
18	5	-1
19	5	0
20	5	0
21	5	-1
22	5	-1
23	5	-1
24	5	2
25	5	26
26	5	0
27	5	0
28	5	-1
29	5	-1
30	5	0
31	5	-1
32	5	-1
33	5	0
34	5	0
35	5	-1
36	5	0
37	5	0
38	5	0
39	5	-1
40	5	0
41	5	0
42	5	0
43	5	-1
44	5	-1
45	5	0
46	5	-1
47	5	0
48	5	0
49	5	0
50	5	0
51	5	0
52	5	0
53	5	0
54	5	0
55	5	0
56	5	0
57	5	-1
58	5	0
59	5	-1
60	5	-1
61	5	0
62	5	0
63	5	0
64	5	0
65	5	-1
66	5	0
67	5	0
68	5	0
69	5	0
70	5	0
71	5	-1
72	5	9
73	5	-1
74	5	-1
75	5	-1
76	5	-1
77	5	0
78	5	-1
79	5	2
80	5	0
81	5	1
82	5	0
83	5	-1
84	5	-1
85	5	-1
86	5	0
87	5	-1
88	5	-1
89	5	-1
90	5	-1
91	5	-1
92	5	-1
93	5	0
94	5	-1
95	5	0
96	5	-1
97	5	-1
98	5	-1
99	5	-1
100	5	2
101	5	0
102	5	5
103	5	-1
104	5	0
105	5	-1
106	5	0
107	5	-1
108	5	-1
109	5	0
110	5	-1
111	5	0
112	5	0
113	5	-1
114	5	-1
115	5	-1
116	5	3
117	5	-1
118	5	-1
119	5	-1
120	5	-1
121	5	0
122	5	0
0	6	-1
1	6	-1
2	6	-1
3	6	-1
4	6	-1
5	6	-1
6	6	-1
7	6	-1
8	6	-1
9	6	-1
10	6	-1
11	6	-1
12	6	-1
13	6	-1
14	6	-1
15	6	0
16	6	-1
17	6	-1
18	6	2
19	6	-1
20	6	23
21	6	-1
22	6	-1
23	6	-1
24	6	-1
25	6	0
26	6	0
27	6	-1
28	6	-1
29	6	86
30	6	-1
31	6	0
32	6	-1
33	6	0
34	6	-1
35	6	-1
36	6	-1
37	6	-1
38	6	-1
39	6	-1
40	6	1
41	6	-1
42	6	-1
43	6	-1
44	6	-1
45	6	-1
46	6	-1
47	6	-1
48	6	-1
49	6	-1
50	6	-1
51	6	0
52	6	0
53	6	-1
54	6	-1
55	6	-1
56	6	-1
57	6	-1
58	6	-1
59	6	-1
60	6	-1
61	6	-1
62	6	-1
63	6	-1
64	6	0
65	6	-1
66	6	0
67	6	0
68	6	-1
69	6	-1
70	6	-1
71	6	-1
72	6	-1
73	6	-1
74	6	-1
75	6	0
76	6	-1
77	6	0
78	6	-1
79	6	-1
80	6	1
81	6	-1
82	6	0
83	6	-1
84	6	-1
85	6	0
86	6	-1
87	6	-1
88	6	-1
89	6	-1
90	6	0
91	6	0
92	6	-1
93	6	-1
94	6	-1
95	6	0
96	6	-1
97	6	-1
98	6	-1
99	6	1
100	6	-1
101	6	-1
102	6	-1
103	6	-1
104	6	-1
105	6	0
106	6	0
107	6	0
108	6	-1
109	6	-1
110	6	-1
111	6	-1
112	6	-1
113	6	-1
114	6	-1
115	6	-1
116	6	0
117	6	-1
118	6	-1
119	6	-1
120	6	-1
121	6	-1
122	6	-1
0	7	-1
1	7	-1
2	7	-1
3	7	0
4	7	-1
5	7	-1
6	7	-1
7	7	-1
8	7	-1
9	7	-1
10	7	-1
11	7	0
12	7	-1
13	7	0
14	7	-1
15	7	-1
16	7	-1
17	7	-1
18	7	-1
19	7	-1
20	7	0
21	7	-1
22	7	-1
23	7	-1
24	7	2
25	7	0
26	7	-1
27	7	-1
28	7	-1
29	7	-1
30	7	-1
31	7	-1
32	7	-1
33	7	-1
34	7	-1
35	7	-1
36	7	-1
37	7	-1
38	7	-1
39	7	-1
40	7	-1
41	7	1
42	7	-1
43	7	-1
44	7	-1
45	7	-1
46	7	-1
47	7	-1
48	7	-1
49	7	0
50	7	-1
51	7	-1
52	7	-1
53	7	-1
54	7	-1
55	7	0
56	7	0
57	7	-1
58	7	0
59	7	-1
60	7	-1
61	7	-1
62	7	-1
63	7	-1
64	7	-1
65	7	0
66	7	-1
67	7	-1
68	7	-1
69	7	-1
70	7	-1
71	7	-1
72	7	2
73	7	-1
74	7	-1
75	7	-1
76	7	-1
77	7	-1
78	7	-1
79	7	0
80	7	1
81	7	0
82	7	0
83	7	-1
84	7	-1
85	7	-1
86	7	-1
87	7	-1
88	7	-1
89	7	-1
90	7	-1
91	7	0
92	7	-1
93	7	0
94	7	-1
95	7	-1
96	7	-1
97	7	0
98	7	0
99	7	-1
100	7	1
101	7	0
102	7	-1
103	7	-1
104	7	0
105	7	-1
106	7	-1
107	7	-1
108	7	-1
109	7	-1
110	7	52
111	7	-1
112	7	-1
113	7	-1
114	7	-1
115	7	-1
116	7	-1
117	7	-1
118	7	-1
119	7	0
120	7	-1
121	7	-1
122	7	-1
0	8	-1
1	8	-1
2	8	0
3	8	120
4	8	-1
5	8	-1
6	8	-1
7	8	-1
8	8	-1
9	8	-1
10	8	-1
11	8	-1
12	8	-1
13	8	-1
14	8	-1
15	8	-1
16	8	-1
17	8	-1
18	8	0
19	8	-1
20	8	-1
21	8	-1
22	8	-1
23	8	-1
24	8	-1
25	8	-1
26	8	-1
27	8	-1
28	8	-1
29	8	0
30	8	-1
31	8	-1
32	8	-1
33	8	-1
34	8	-1
35	8	-1
36	8	-1
37	8	-1
38	8	-1
39	8	-1
40	8	-1
41	8	-1
42	8	-1
43	8	-1
44	8	-1
45	8	0
46	8	-1
47	8	-1
48	8	-1
49	8	-1
50	8	-1
51	8	-1
52	8	-1
53	8	0
54	8	-1
55	8	-1
56	8	-1
57	8	-1
58	8	-1
59	8	-1
60	8	-1
61	8	-1
62	8	-1
63	8	-1
64	8	-1
65	8	-1
66	8	-1
67	8	-1
68	8	-1
69	8	-1
70	8	-1
71	8	-1
72	8	0
73	8	-1
74	8	-1
75	8	-1
76	8	-1
77	8	-1
78	8	-1
79	8	-1
80	8	2
81	8	0
82	8	-1
83	8	-1
84	8	-1
85	8	-1
86	8	-1
87	8	-1
88	8	-1
89	8	-1
90	8	-1
91	8	-1
92	8	-1
93	8	-1
94	8	-1
95	8	-1
96	8	-1
97	8	-1
98	8	0
99	8	-1
100	8	-1
101	8	-1
102	8	-1
103	8	-1
104	8	0
105	8	-1
106	8	-1
107	8	-1
108	8	-1
109	8	-1
110	8	-1
111	8	-1
112	8	-1
113	8	-1
114	8	-1
115	8	-1
116	8	-1
117	8	-1
118	8	-1
119	8	-1
120	8	-1
121	8	-1
122	8	-1
0	9	-1
1	9	-1
2	9	-1
3	9	-1
4	9	-1
5	9	-1
6	9	0
7	9	0
8	9	-1
9	9	0
10	9	-1
11	9	-1
12	9	-1
13	9	-1
14	9	-1
15	9	0
16	9	-1
17	9	-1
18	9	4
19	9	12
20	9	-1
21	9	-1
22	9	-1
23	9	-1
24	9	47
25	9	10
26	9	0
27	9	-1
28	9	-1
29	9	6
30	9	-1
31	9	-1
32	9	0
33	9	0
34	9	-1
35	9	-1
36	9	-1
37	9	-1
38	9	-1
39	9	-1
40	9	-1
41	9	2
42	9	-1
43	9	-1
44	9	-1
45	9	-1
46	9	-1
47	9	-1
48	9	0
49	9	-1
50	9	-1
51	9	-1
52	9	-1
53	9	-1
54	9	-1
55	9	-1
56	9	-1
57	9	-1
58	9	-1
59	9	-1
60	9	-1
61	9	-1
62	9	0
63	9	-1
64	9	-1
65	9	-1
66	9	0
67	9	-1
68	9	-1
69	9	0
70	9	-1
71	9	-1
72	9	18
73	9	-1
74	9	-1
75	9	0
76	9	-1
77	9	-1
78	9	-1
79	9	1
80	9	-1
81	9	-1
82	9	-1
83	9	-1
84	9	0
85	9	0
86	9	0
87	9	-1
88	9	-1
89	9	0
90	9	-1
91	9	-1
92	9	-1
93	9	-1
94	9	-1
95	9	-1
96	9	-1
97	9	-1
98	9	-1
99	9	-1
100	9	1
101	9	-1
102	9	-1
103	9	0
104	9	0
105	9	-1
106	9	-1
107	9	23
108	9	-1
109	9	-1
110	9	-1
111	9	-1
112	9	-1
113	9	-1
114	9	-1
115	9	-1
116	9	0
117	9	-1
118	9	-1
119	9	-1
120	9	-1
121	9	-1
122	9	-1
0	10	-1
1	10	-1
2	10	-1
3	10	0
4	10	-1
5	10	-1
6	10	-1
7	10	-1
8	10	-1
9	10	-1
10	10	-1
11	10	2
12	10	-1
13	10	-1
14	10	-1
15	10	0
16	10	-1
17	10	-1
18	10	0
19	10	-1
20	10	0
21	10	-1
22	10	-1
23	10	-1
24	10	-1
25	10	0
26	10	0
27	10	-1
28	10	0
29	10	-1
30	10	-1
31	10	-1
32	10	-1
33	10	-1
34	10	-1
35	10	0
36	10	-1
37	10	-1
38	10	-1
39	10	-1
40	10	0
41	10	2
42	10	0
43	10	-1
44	10	-1
45	10	-1
46	10	-1
47	10	0
48	10	1
49	10	0
50	10	-1
51	10	-1
52	10	-1
53	10	-1
54	10	-1
55	10	-1
56	10	-1
57	10	-1
58	10	1
59	10	-1
60	10	-1
61	10	-1
62	10	-1
63	10	-1
64	10	-1
65	10	-1
66	10	-1
67	10	-1
68	10	-1
69	10	-1
70	10	-1
71	10	0
72	10	0
73	10	0
74	10	-1
75	10	-1
76	10	-1
77	10	-1
78	10	-1
79	10	-1
80	10	-1
81	10	4
82	10	-1
83	10	-1
84	10	0
85	10	-1
86	10	-1
87	10	-1
88	10	-1
89	10	-1
90	10	-1
91	10	-1
92	10	0
93	10	0
94	10	-1
95	10	-1
96	10	-1
97	10	-1
98	10	-1
99	10	-1
100	10	0
101	10	-1
102	10	-1
103	10	-1
104	10	1
105	10	-1
106	10	0
107	10	-1
108	10	-1
109	10	-1
110	10	0
111	10	-1
112	10	-1
113	10	45
114	10	40
115	10	0
116	10	-1
117	10	-1
118	10	-1
119	10	-1
120	10	4
121	10	-1
122	10	-1
0	11	-1
1	11	-1
2	11	0
3	11	-1
4	11	-1
5	11	-1
6	11	-1
7	11	22
8	11	0
9	11	0
10	11	-1
11	11	-1
12	11	2
13	11	-1
14	11	-1
15	11	-1
16	11	-1
17	11	-1
18	11	-1
19	11	-1
20	11	-1
21	11	-1
22	11	-1
23	11	-1
24	11	3
25	11	11
26	11	-1
27	11	-1
28	11	-1
29	11	-1
30	11	-1
31	11	-1
32	11	-1
33	11	0
34	11	0
35	11	-1
36	11	-1
37	11	-1
38	11	-1
39	11	-1
40	11	-1
41	11	-1
42	11	-1
43	11	-1
44	11	-1
45	11	0
46	11	-1
47	11	-1
48	11	-1
49	11	-1
50	11	-1
51	11	-1
52	11	-1
53	11	-1
54	11	0
55	11	-1
56	11	0
57	11	-1
58	11	10
59	11	-1
60	11	-1
61	11	-1
62	11	-1
63	11	-1
64	11	-1
65	11	-1
66	11	-1
67	11	-1
68	11	0
69	11	0
70	11	-1
71	11	-1
72	11	102
73	11	-1
74	11	-1
75	11	-1
76	11	-1
77	11	-1
78	11	-1
79	11	-1
80	11	0
81	11	12
82	11	-1
83	11	-1
84	11	-1
85	11	-1
86	11	-1
87	11	-1
88	11	-1
89	11	-1
90	11	-1
91	11	-1
92	11	-1
93	11	-1
94	11	-1
95	11	-1
96	11	-1
97	11	-1
98	11	-1
99	11	-1
100	11	0
101	11	-1
102	11	-1
103	11	-1
104	11	46
105	11	-1
106	11	-1
107	11	-1
108	11	-1
109	11	-1
110	11	-1
111	11	-1
112	11	-1
113	11	-1
114	11	-1
115	11	-1
116	11	-1
117	11	-1
118	11	-1
119	11	-1
120	11	-1
121	11	-1
122	11	-1
0	12	-1
1	12	-1
2	12	0
3	12	0
4	12	-1
5	12	0
6	12	0
7	12	-1
8	12	-1
9	12	-1
10	12	0
11	12	-1
12	12	-1
13	12	-1
14	12	-1
15	12	0
16	12	-1
17	12	0
18	12	-1
19	12	0
20	12	-1
21	12	0
22	12	-1
23	12	-1
24	12	-1
25	12	2
26	12	0
27	12	0
28	12	-1
29	12	2
30	12	0
31	12	0
32	12	-1
33	12	0
34	12	-1
35	12	0
36	12	-1
37	12	0
38	12	0
39	12	2
40	12	0
41	12	0
42	12	0
43	12	0
44	12	0
45	12	2
46	12	-1
47	12	-1
48	12	-1
49	12	-1
50	12	0
51	12	0
52	12	0
53	12	0
54	12	0
55	12	0
56	12	-1
57	12	-1
58	12	0
59	12	-1
60	12	-1
61	12	0
62	12	0
63	12	-1
64	12	-1
65	12	0
66	12	0
67	12	-1
68	12	-1
69	12	0
70	12	-1
71	12	0
72	12	0
73	12	-1
74	12	-1
75	12	-1
76	12	-1
77	12	0
78	12	0
79	12	0
80	12	-1
81	12	0
82	12	0
83	12	0
84	12	-1
85	12	0
86	12	2
87	12	0
88	12	0
89	12	-1
90	12	2
91	12	4
92	12	0
93	12	0
94	12	0
95	12	0
96	12	1
97	12	0
98	12	0
99	12	-1
100	12	0
101	12	0
102	12	0
103	12	0
104	12	0
105	12	-1
106	12	0
107	12	0
108	12	0
109	12	-1
110	12	-1
111	12	-1
112	12	0
113	12	0
114	12	0
115	12	0
116	12	0
117	12	-1
118	12	0
119	12	0
120	12	-1
121	12	0
122	12	-1
0	13	-1
1	13	0
2	13	-1
3	13	0
4	13	-1
5	13	-1
6	13	-1
7	13	0
8	13	-1
9	13	0
10	13	-1
11	13	-1
12	13	-1
13	13	-1
14	13	-1
15	13	0
16	13	-1
17	13	0
18	13	-1
19	13	-1
20	13	-1
21	13	-1
22	13	0
23	13	-1
24	13	-1
25	13	0
26	13	0
27	13	-1
28	13	-1
29	13	-1
30	13	0
31	13	-1
32	13	-1
33	13	-1
34	13	-1
35	13	-1
36	13	-1
37	13	-1
38	13	-1
39	13	0
40	13	-1
41	13	-1
42	13	-1
43	13	-1
44	13	-1
45	13	-1
46	13	-1
47	13	0
48	13	-1
49	13	-1
50	13	-1
51	13	-1
52	13	-1
53	13	-1
54	13	-1
55	13	-1
56	13	-1
57	13	-1
58	13	1
59	13	0
60	13	-1
61	13	-1
62	13	-1
63	13	-1
64	13	127
65	13	-1
66	13	-1
67	13	-1
68	13	-1
69	13	-1
70	13	-1
71	13	-1
72	13	-1
73	13	-1
74	13	-1
75	13	-1
76	13	-1
77	13	0
78	13	0
79	13	-1
80	13	-1
81	13	-1
82	13	-1
83	13	-1
84	13	-1
85	13	-1
86	13	-1
87	13	1
88	13	-1
89	13	-1
90	13	-1
91	13	-1
92	13	0
93	13	-1
94	13	0
95	13	0
96	13	-1
97	13	-1
98	13	-1
99	13	1
100	13	-1
101	13	-1
102	13	-1
103	13	-1
104	13	0
105	13	0
106	13	0
107	13	-1
108	13	-1
109	13	-1
110	13	-1
111	13	-1
112	13	-1
113	13	-1
114	13	-1
115	13	-1
116	13	-1
117	13	0
118	13	-1
119	13	-1
120	13	0
121	13	-1
122	13	-1
0	14	-1
1	14	-1
2	14	0
3	14	0
4	14	-1
5	14	-1
6	14	-1
7	14	-1
8	14	-1
9	14	1
10	14	-1
11	14	-1
12	14	-1
13	14	-1
14	14	-1
15	14	-1
16	14	-1
17	14	-1
18	14	1
19	14	-1
20	14	-1
21	14	-1
22	14	-1
23	14	0
24	14	-1
25	14	4
26	14	231
27	14	-1
28	14	-1
29	14	-1
30	14	-1
31	14	0
32	14	-1
33	14	-1
34	14	-1
35	14	-1
36	14	-1
37	14	-1
38	14	-1
39	14	-1
40	14	-1
41	14	-1
42	14	-1
43	14	-1
44	14	-1
45	14	-1
46	14	-1
47	14	0
48	14	-1
49	14	-1
50	14	-1
51	14	-1
52	14	-1
53	14	-1
54	14	-1
55	14	-1
56	14	-1
57	14	-1
58	14	-1
59	14	-1
60	14	-1
61	14	-1
62	14	13
63	14	-1
64	14	-1
65	14	-1
66	14	-1
67	14	2
68	14	-1
69	14	-1
70	14	-1
71	14	2
72	14	2
73	14	4
74	14	-1
75	14	-1
76	14	-1
77	14	-1
78	14	-1
79	14	-1
80	14	-1
81	14	-1
82	14	2
83	14	-1
84	14	-1
85	14	-1
86	14	0
87	14	-1
88	14	-1
89	14	-1
90	14	-1
91	14	-1
92	14	-1
93	14	0
94	14	-1
95	14	-1
96	14	0
97	14	-1
98	14	0
99	14	-1
100	14	-1
101	14	-1
102	14	1
103	14	-1
104	14	-1
105	14	0
106	14	-1
107	14	-1
108	14	-1
109	14	0
110	14	-1
111	14	-1
112	14	-1
113	14	-1
114	14	-1
115	14	-1
116	14	2
117	14	-1
118	14	-1
119	14	-1
120	14	2
121	14	2
122	14	-1
0	15	-1
1	15	-1
2	15	-1
3	15	-1
4	15	-1
5	15	-1
6	15	-1
7	15	-1
8	15	-1
9	15	-1
10	15	-1
11	15	-1
12	15	0
13	15	-1
14	15	-1
15	15	-1
16	15	-1
17	15	-1
18	15	-1
19	15	-1
20	15	-1
21	15	-1
22	15	-1
23	15	-1
24	15	0
25	15	5
26	15	0
27	15	-1
28	15	-1
29	15	-1
30	15	-1
31	15	31
32	15	-1
33	15	-1
34	15	0
35	15	-1
36	15	-1
37	15	-1
38	15	-1
39	15	-1
40	15	-1
41	15	-1
42	15	-1
43	15	0
44	15	-1
45	15	-1
46	15	-1
47	15	0
48	15	-1
49	15	-1
50	15	-1
51	15	-1
52	15	0
53	15	-1
54	15	0
55	15	-1
56	15	-1
57	15	-1
58	15	-1
59	15	-1
60	15	-1
61	15	0
62	15	-1
63	15	-1
64	15	35
65	15	-1
66	15	-1
67	15	0
68	15	-1
69	15	-1
70	15	-1
71	15	-1
72	15	-1
73	15	-1
74	15	-1
75	15	0
76	15	-1
77	15	-1
78	15	-1
79	15	-1
80	15	0
81	15	-1
82	15	-1
83	15	-1
84	15	-1
85	15	-1
86	15	-1
87	15	-1
88	15	-1
89	15	-1
90	15	-1
91	15	-1
92	15	-1
93	15	0
94	15	21
95	15	32
96	15	-1
97	15	-1
98	15	0
99	15	0
100	15	-1
101	15	-1
102	15	-1
103	15	-1
104	15	0
105	15	-1
106	15	-1
107	15	-1
108	15	-1
109	15	-1
110	15	-1
111	15	-1
112	15	12
113	15	-1
114	15	-1
115	15	-1
116	15	0
117	15	-1
118	15	-1
119	15	-1
120	15	-1
121	15	-1
122	15	-1
0	16	-1
1	16	-1
2	16	-1
3	16	-1
4	16	-1
5	16	-1
6	16	-1
7	16	-1
8	16	-1
9	16	-1
10	16	-1
11	16	-1
12	16	-1
13	16	-1
14	16	-1
15	16	-1
16	16	-1
17	16	-1
18	16	-1
19	16	-1
20	16	-1
21	16	-1
22	16	-1
23	16	-1
24	16	-1
25	16	0
26	16	0
27	16	-1
28	16	-1
29	16	-1
30	16	-1
31	16	-1
32	16	-1
33	16	-1
34	16	-1
35	16	-1
36	16	-1
37	16	-1
38	16	-1
39	16	0
40	16	-1
41	16	-1
42	16	-1
43	16	-1
44	16	-1
45	16	-1
46	16	-1
47	16	-1
48	16	-1
49	16	-1
50	16	-1
51	16	-1
52	16	-1
53	16	-1
54	16	-1
55	16	-1
56	16	-1
57	16	-1
58	16	1
59	16	-1
60	16	-1
61	16	139
62	16	-1
63	16	-1
64	16	-1
65	16	-1
66	16	0
67	16	-1
68	16	-1
69	16	-1
70	16	-1
71	16	-1
72	16	-1
73	16	0
74	16	-1
75	16	-1
76	16	-1
77	16	-1
78	16	-1
79	16	-1
80	16	-1
81	16	-1
82	16	-1
83	16	-1
84	16	-1
85	16	-1
86	16	-1
87	16	-1
88	16	-1
89	16	-1
90	16	-1
91	16	-1
92	16	-1
93	16	-1
94	16	-1
95	16	-1
96	16	-1
97	16	-1
98	16	-1
99	16	-1
100	16	-1
101	16	-1
102	16	-1
103	16	-1
104	16	-1
105	16	-1
